,Category,Text,Classification
152143,Capacitismo,Ja ja ja... Me parto pero como se ponen sllonpor decirles la realidad que ellos no quieren ver.... https://t.co/VjEwFyiQv1,
152144,Sexismo,@alvarodmguezz_ @OscarBalczar @JoaneEguiguren @Dark21070568 @Mario___RM Vaya tarado que eres  pues te lo aclaro Nacido en Nicaragua Descendencia Sefardí se que en tu miserable vida no sabrás que es  y resido en España es más tu madre me sirve de perrito muchas veces 🤣🤣🤣,
152145,Xenofobia,Hoje eu to voltando pra casa com psicológico quase esgotado o lance é chega e dormir!,
152146,Aparencia,Oferta ✨ Amazon #SemanaBlackFriday  📖 O Lado Feio do Amor  💵 R$ 2580! 🔗 https://t.co/9ZSsB4Dl3k  📱 3 meses de Kindle Unlimited por R$199: https://t.co/iASJb2LyFY,
152147,Capacitismo,@annaclarapl08 mongol,
152148,Capacitismo,amo esse pessoal louco,
152149,Sexismo,@milamesmo HAHAHAHAHAHAHA te amo cadelona,
152150,Capacitismo,@HenryMantilla17 @SoyJovenCabal_ @MariaFdaCabal Jajajaja la estupidez 😂,
152151,Calunia,@josepal53069179 Son casos diferentes unos son homicidas la señora es ladrona encubridora de su esposo NO HA MATADO A NADIE bueno!! Por lo menos eso es lo que se supone !,
152152,Etnia,@RayJack97010720 @Gervontaa That sounds like some bitch shit by Leonard. The bad part is he was probably repeating what Floyd said! GD's mom seems like she knew way b4 the Rollie fight. I remember seeing her face in his dressing room b4 a fight while Floyd was trying to steal your shine whispering 2you🤣..,
152153,Xenofobia,am i good enough for her,
152154,Xenofobia,@mechamooo baiano tbm la ele?,
152155,Capacitismo,@leprosa_encapi3 Si no meten mano rara y va a placa  Vuela,
152156,Capacitismo,@Estadao @EstadaoPolitica Canceroso destilando suas maldades https://t.co/zjTGONKum7,
152157,Politica,@dujockey22 @mcsbru @cristianterez @LulaOficial Segue aí ele voltou chora comunista! https://t.co/ecKR8zGhZA,
152158,Assedio,eu adoro eu me amarrooo aaaaaa,
152159,Capacitismo,@joaomlok @Marcelodedois Foda-se a copa debilóide! A gente tá preocupado com o ladrão que vcs colocaram lá!,
152160,Xenofobia,@AquiGol O mito vai nos judiar até dezembro,
152161,Xenofobia,@ferruizdiaz1983 Estamos en eso.  https://t.co/mSToQ9r6Fk,
152162,Capacitismo,@jander_caua @nunes_valeriano @Texi_o_lezado @Yamadaichii @zill_art KKKKKKKKK,
152163,Capacitismo,M ESTA ENVIANDO VIDEOS CON SU CONEJA SOY DÉBIL OORFAVOR,
152164,Assedio,@adnimmen ProstitutaProstitutoPunhetaPunhetaoPusPustulaPutaPutoPuxa-sacoPuxasaco.RabaoRaboRabudaRabudaoRabudoRabudonaRachaRachadaRachadaoRachadinhaRachadinhoRachadoRamelaRemelaRetardadaRetardadoRidículaRolaRolinhaRoscaSacanaSafadaSafadoSapataoSifilis,
152165,Xenofobia,@baianolol1 Sheff,
152166,Aparencia,feia é pouca p ela Kkkkkkkkkkkkkkkkkkkkkkkk https://t.co/alyobo5vAx,
152167,Calunia,@TheKiwishow2 Salió hablar el cornudo?k,
152168,Capacitismo,@SergioChouza @LuegoYaNoEstoy Estupido!!,
152169,Homofobia,@mestrekwaii o time skip da veada,
152170,Homofobia,@arttjinie baitola,
152171,Capacitismo,e o aleijado do joão mário vai me a seleção no lugar do renato,
152172,Politica,@_xSparx_ @ryan__f10 @jeffjuniorx @choquei Sim respeite é a cultura deles por mas q vc discorde ou ache errada,
152173,Xenofobia,#Global 🌏 El ejército turco lanzó varios bombardeos en el norte de Siria 👇🏼 https://t.co/Jnh1hGyeq5,
152174,Xenofobia,Doida pra comer um japa !,
152175,Sexismo,Quero que todo mundo se foda tmnc seus arrombado do krl. Tão carente? Vão chupar um canavial de rola. Se foder não aguento mais essas porra ficam brigando por idiotice reclamando de coisas que ninguém liga e falam que não tão bem. Fodasse cara simplesmente ninguém liga.,
152176,Xenofobia,@Sahelem4 @PaolaDeboche Seria bom.. mas acredito que o poder vai ser aberto logo depois da puxada do 3 roceiro,
152177,Homofobia,@yyatxnica Chupar🥺,
152178,Etnia,https://t.co/1YhAhetR75 Estão preocupados com a economia agora?  Falou tudo  bora esquerdalha vão trabalhar  agr kkkkk,
152179,Capacitismo,che morro estupido,
152180,Capacitismo,@melhoresquedas @jeanrodriguesx2 carai o aleijado,
152181,Capacitismo,@m4A1shermaan Debilmental,
152182,Calunia,@rubronegromao @Henrique_C4m @Atletico Com certeza sua mãe é puta e seu pai é corno kkkkkk,
152183,Xenofobia,@linfnx @LOUDgg @FalleNCS @levndrin lincolau ja mandou a baianada de volta pro frifas,
152184,Calunia,@flferronato A peguete e o corno. https://t.co/8UtPDY551F,
152185,Calunia,cornao eh bom dms de falar https://t.co/0tI7oQTbqT,
152186,Etnia,@futtmais Alisson  Danilo  Marquinhos  T. Silva  AlexSandro  Casemiro  Paqueta  Neymar  Vini Jr  Richarlison  Anthony,
152187,Calunia,@dazaimiaw esta que ladra o que ch,
152188,Sexismo,@cbzinpcrl @araujo14elo to agr tire os olhos da minha muie q ela tem dona do q tu gosta ela chupa até o caroço,
152189,Capacitismo,Vai toma no cu Motorola desgraçado aparelho pestilento porra de despertador aidético filho da puta porra vai toma no cu eu vou destruir essa empresa de bosta e destruir todos os Motorolas cu,
152190,Assedio,@tiagovilhais same pra ti maninho,
152191,Etnia,are you black to make these comparisons https://t.co/RizqKfeQen https://t.co/ct3mrcYBFb,
152192,Capacitismo,Interno:Dairyuu: Tempo pretérito imperfeito ← Versão anterior Edição de 04h53min de 23 de abril de 2015 ... http://t.co/FvbVNIMFMW,
152193,Calunia,@oficialsincerao Fudeu pra França irmão,
152194,Capacitismo,soy débil 😫 https://t.co/89siYiOqOe,
152195,Capacitismo,#PrepareTheWay Tremendo Milagre una Aleijada levantou e andou  os Milagre  de Jesus não  param  Avivamento  Avivamento  Avivamento  Pelo DECRETO dos Poderosos Profetas do Senhor Jesus ‼️,
152196,Capacitismo,@camisa_23 Esse mlk em Atlanta tinha um potencial absurdo aí do nada foi trocada para o NYK e aquele treinador lá que parece uma lesma enorme não coloca o cara.,
152197,Capacitismo,@Leprosa_Ari04 La vida es una ari,
152198,Sexismo,TRAVECO PORRA NENHUMA MAIOR XERECÃO https://t.co/swEzhFeyTr,
152199,Capacitismo,@carlos97109 vc escreveu errado mongoloide,
152200,Aparencia,@EmmanuelMacron @LulaOficial Ele não perde essa mania feia tire o olho de nossa Amazônia e vá cuidar da inflação na França que tá uns horror depois dos seus 4 anos de mandato.,
152201,Sexismo,Mulher vai viveeeeer me deixa em paz não me estressa não sua rampeira,
152202,Capacitismo,@_andrewsousa Caralho mano que zoado.,
152203,Homofobia,@wedfive Tô procurando,
152204,Capacitismo,@platom___ Que estupidez la que escribiste.,
152205,Calunia,@eduardopaes Seus bosta manda sua guarda municipal que gosta de bater e jogar pimenta em gente inocente nas manifestações ir lá e tirar. O municipio do RJ é vitima disso a décadas e não é a primeira vez que é prefeito ai. Cria vergonha na sua cara fedorenta bandido,
152206,Aparencia,me sentindo a mais feia do mundo por causa de uma espinha que ódio #desabafo,
152207,Xenofobia,@felipeneto Depois da eleição  a  baianada  vai tudo pro sul e sudeste procurar emprego.  Que coerência hein!!!,
152208,Capacitismo,satu kata yg terucap menjadi begitu bermakna apabila disertai sebuah tindakan nyata.,
152209,Sexismo,@mahgcr Graças a Deus tô livre dessa desgraça 🙏🏼,
152210,Sexismo,regina unica muie que curte meus stories 😔,
152211,Politica,@Elpini3 @soyalbertosamid @gravep Que los denuncien y vayan presos! Eso me diferencia de vos yo no defiendo delincuentes vos la defendés a CFK que pronto va a ser condenada por corrupta. Besis,
152212,Calunia,Tá todo mundo voltando a usar máscara,
152213,Capacitismo,@miriamleitao @elonmusk Vc é linda inclusive em pensamento (contém ironia). Parabéns guerrilheira...,
152214,Xenofobia,@Chiefsemleque KSKSAKAKAKAKA SOCORRO  Pfvr pai da Chichiabre seu koo 😭,
152215,Capacitismo,@dissechoronna @nyN4sh eu contigo🫶🏾,
152216,Capacitismo,@ExpresoPeru Es cierto..... Y Betofilo es el esputo de un tuberculoso,
152217,Capacitismo,yono soy estúpido yo m doy cuenta de todo k m haga el idiota ya es otra cosa https://t.co/IFJDmRE5xt,
152218,Sexismo,@stoydesbasatado tarado me llenaste el tuit de citados cordobeses ojalá renuncie insúa.,
152219,Calunia,Como fanático por “O Poderoso Chefão” realizei um sonho hoje. Foi caro pra kct mas valeu cada centavo. https://t.co/faB1yCmgCC,
152220,Sexismo,@euamoyunjin @haerinsoulmate MDS MUIE LARGA DE SE CIUMENTA VC SABE Q TE AMO,
152221,Calunia,"@MaxiPatriota Guatona ladrona asquerosa pasá a raja después se hacen las ""vístimas""🤣🤣🤣",
152222,Capacitismo,@maxinoofx74 https://t.co/i9TrU4VtwN esa no es de la cancha pero esta recontra buena ahora me la recorde jejeje,
152223,Calunia,@cattyloue @lrrygirl @tbslfleur namoradas fruto de cornagem,
152224,Etnia,Manuel Queiroz a querer misturar a Emirates com o Qatar frisando que a instituição que patrocina o SLB é de um país que também se rege por princípios pouco humanistas. O que se inventa para tentar denegrir o Benfica.,
152225,Capacitismo,@0C0RV0 Ela tá aidética mesmo??,
152226,Capacitismo,@Rconstantino E o direito de ir e vir!? E a constituição!? E a justiça está onde!?e cega mas não aleijada.,
152227,Etnia,@Calciferojcl Culo negro https://t.co/t71Vh7ZKCF,
152228,Assedio,@renatajbarreto PQP!!! Rachada só pode,
152229,Capacitismo,meio q no efeito mongoloide,
152230,Assedio,@demoniadanoite Eu odeio fazer ele  Dizem que é muito bom né pro rabao,
152231,Xenofobia,@aquelejacare Bom dia irmão,
152232,Capacitismo,@ConservadorCol_ @AlvaroUribeVel Tu te la pasas drogado.. en campaña: yo soy uribista..eres un pobre idiota. Tu si que realmente jamás serás presidente. Yo creo que no en la junta de condominio pues.,
152233,Capacitismo,Soy raza débil una gripita me tumba :(,
152234,Etnia,@forumpandlr @macaca_arctica @thatfforeign,
152235,Capacitismo,@amoakaroIine q vermelho sua retardada pra com isso,
152236,Politica,@MoreauLeopoldo Qué desilucion fuiste de la UCR Estuviste en mi casa en la campaña por Raul. Alfonsin Yo eta del grupo del Caiman AracenaNegri.Antonio Hernández etc en Cba Capital No puedo creer que estés con esta mujer corruptachorraDAÑINA,
152237,Capacitismo,@o_antagonista Camisa de força nela. Retardada.,
152238,Xenofobia,@diegollimaa_pb Consequentemente também são simpatizantes do Botafogo da Paraíba pois todos já sabem que tudo é belo,
152239,Calunia,@BPartisans Even the #Squirrels  know  better!,
152240,Capacitismo,@nathanprb_ tô vendo dead to me  níveis de idiotice compatíveis com os níveis de entretenimento,
152241,Capacitismo,@PERIODlSTAPERON El insulto…el ultimo recurso del debilmental. Otra vez te pisas solo. Macri se fue hace dos años y siguen hablando de el porque no quieren ver el desastre que es este gobierno de ineptos. Vos no laburas cobras de nuestros impuestos por estar al pedo todo el dia twiteando.,
152242,Capacitismo,@mikepenis_ Acho q ele n ia me chamar de esquisita e debilóide,
152243,Capacitismo,Corte de circulación en Nicolás Bravo de Miguel Hidalgo a Sebastián Lerdo de Tejada,
152244,Politica,gente e o chomsky que era comunista (ou anarquista ainda n me ficou claro mas parece q ele era antissovietico) descobri hj lendo esse arrombado  odeio letras boa noite tlvz eu esteja depressivo por causa desse curso eh isso ai,
152245,Calunia,cor sim cornao,
152246,Capacitismo,@Ideias_Radicais Uma coisa é um app outra é a coordenação de um país  ( não querendo defender político pq tem uns mt merda nos cargos mas achar q vai ser a mesma coisa é idiotice),
152247,Xenofobia,"Ministro turco após o bombardeio de seu país contra as ""Forças Democráticas Sírias"" na Síria: chegou a hora do acerto de contas para o ataque de Istambul…..🤔",
152248,Sexismo,nem chamo pelo nome chamo de vadia,
152249,Xenofobia,no fim quem ficou me fez lembrar como é bom estar com eles a família que foi os amigos que estão tudo aconteceu como tinha que acontecer e eu agradeço como é bom dividir minha vida e o dia de meu nome com tantas pessoas que me fazem tão bem!!,
152250,Capacitismo,@andrade_jeanco @sossolote21 @victorbuenop @Barbii_Ashe @SheoIGroup Argumentar? Existe argumento com debilóide? KKKKKKKKKKKKKKKK Continua nessa sua vidinha de bost4 deve ser melhor do q estudar e buscar algo melhor para si,
152251,Capacitismo,Até um aleijado de um olho só uma perna só e metade do cérebro faria um relatório muito melhor. Não tem mais saco roxo no exército? Vão deixar as sombras o futuro do País?,
152252,Sexismo,@rtromeiro @jorgeluizcarang @GeneralMourao Vadia tá falando das mulheres da tua família corno,
152253,Calunia,@LaGuaritasoy Disculpacreo que lo que planteas no es coherentete agrada esa persona por qué se comporta como a ti te gustaapruebas que sea gay por qué sigue tu código de conductaes como si yo dijera que buenas las mujeres sumisas y calladas que obedecen a uno.,
152254,Capacitismo,nao nasci grudada c ngm naocoisa de louco,
152255,Homofobia,Só vou fica bem quando me afasta de todo mundo que se diz meu amigo moss,
152256,Sexismo,e eu q antigamente só escutava quando meu cd chegava KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK mt cadelona dela e sigo assim   E PENSANDO SERIAMENTE EM FAZER ISSOA  SENSAÇÃO DE IR COMPRAR O CD NA LIVRARIAS CURITIBA É O SABOR....,
152257,Sexismo,@eisso9_9b So tinha muie,
152258,Sexismo,Quem diria que um bando de consumidores de Rebite comedores de traveco que passam dias até meses longe de suas casas salvariam o Brasil em vez de senadores e deputados covardes e S4F4DOS ou as Frouxas Armadas. #grevedoscaminhoneiros,
152259,Calunia,@Belmontnrr cornão,
152260,Sexismo,vai toma no centro do teu cu sua vadia,
152261,Assedio,Não tô nada bem,
152262,Capacitismo,Bixa Archie tá mt drogado KKKKKKKKKKKKKK   #Riverdale,
152263,Assedio,@r1beiroxs virar corno dnv,
152264,Etnia,@cmartiins_30 cereais sem leite,
152265,Etnia,Ontem minha mãe me ligou p perguntar se eu já tinha a camisa do Brasil   hoje ela veio em Madureira e comprou uma p mim .🥰❤,
152266,Sexismo,nao sabia que o grammy tinha aberto categoria rampeira https://t.co/PxfDAHEXde,
152267,Assedio,@InsatiableMoms Ei raspadinha,
152268,Calunia,@teamnavegantes Jajjajajja  el rondón sta cagaooo y su mánager es un poco malandro  una vergüenza  como manger,
152269,Capacitismo,@Mathprettyboy ANÃO O FINAL,
152270,Capacitismo,dor de cabeça do caraojo que odio que eu tenho de tpm além de me deixar com a cara toda cjeia de mondrongo eu brigo com todo mundo e choro por tudo filha da puta merda vontade de arrancar meu utwro fora,
152271,Calunia,To tão pra baixo que até FEDIDA eu tô me sentindo mesmo sabendo que é impossível pq eu tomo banho de perfume,
152272,Sexismo,@direitasiqueira Zambelle pistoleira Roberto Jefferson kllkkkk,
152273,Sexismo,peguei a cleópatra p colocar um tomatinho p ela e a bicha mijou em mim,
152274,Capacitismo,@Luibedepoa @TerraBrasilnot Isso e uma debilmental militante,
152275,Sexismo,cachorra cadelona,
152276,Capacitismo,@luisgo380 @finxard En conconcreto es un caballero negro llamado Fondo de Cesantias Proteccion pero cada vez esta mas debil. El valor sigue ahi es paciencia,
152277,Calunia,Para mi ser fanático de una vertiente científica es un oximoron qué decirles,
152278,Etnia,@oliver74614039 @IsraAs_ @dinosafie Nel los que te han costado a vos se disfruta más!,
152279,Aparencia,@Alienandinhe mlk feio ridículo burro horripilante mixuruca seboso feioso,
152280,Xenofobia,@miniemavie Até pq o governo dá muita atenção e assistência para os povos mais conhecidos (quilombos indígenas ciganos) e os outros povos ficam no limbo do esquecimento,
152281,Homofobia,@Luis_Buldrine o bixa,
152282,Calunia,@Bracesco2021 Yvos sos el cornudo del barriode la ciudad o del país?,
152283,Calunia,@goldengirlhshs @clairdlunx nao tomou ela é fedida,
152284,Xenofobia,Pra hoje era só uma piscininha caipira e uns amigos,
152285,Etnia,@FlavioDino Mochila nas costas? Brasileiro de bem que mora lá mesmo lutando por um visto não se comporta assim... Querem denegrir nossa eleição.....afe,
152286,Calunia,"@antoniocostapm @LulaOficial @govpt VOCÊ DEVERIA SE INFORMAR MELHOR A RESPEITO DESSE MELIANTE QUE CHAMOU DE PRESIDENTE ELEITO.  PRINCIPALMENTE A RESPEITO DE COMO ELE FOI ""ELEITO"".",
152287,Capacitismo,Hay que matar a un árbitro,
152288,Politica,@LuzSalgado_R Vieja decrépita y corrupta encima que sigues cobrando sin nacer ojalá tus nietos o hijos no le pase lo mismo que a los de la Cantuta,
152289,Aparencia,@marianadrad @larissabrunnele se continuar com esse complô feioso é block nas duas 🍷🗿,
152290,Assedio,@dewifuckme a bicha sumindo e aparecendo atrás dele enquanto pega a espada no ar e CREU boazuda demais   STREAM WARRIOR NUN,
152291,Sexismo,@elonmusk filho de rapariga arruma essa mizera https://t.co/3L9a2tuBjS,
152292,Xenofobia,Pra quem não sabe existe uma conta oficial no ig dedicada só pra eles ngm sabe se é um deles que cuida ou algum staff mas chegou a esse ponto  👉https://t.co/dYjwHmii0c  #MyToothYourLove https://t.co/nDYVSdLgWj,
152293,Capacitismo,@njdmarlon É meia duzia de mongol só essa musica nem vai ser entoada pela grande massa da torcida. A gente é civilizado o máximo que fazemos é torcida pra zoar o maracanazo e o Decime que se siente.,
152294,Capacitismo,@pierreonzaga @WILLIAMVERGARAH @JoseWilmerPache Y usted quién  es estúpido? Quien le dijo que petro lo va a llamar a negociar iluso,
152295,Calunia,cão que ladra? https://t.co/QSRQQD4EKV,
152296,Xenofobia,@dw_chinese 你中共可以禁Twitter，YouTube一切外国app，为什么别人一禁你们就开始急眼,
152297,Sexismo,@Joelma FEZ tanta plástica na cara...q tá parecendo traveco kkk,
152298,Capacitismo,vai  toma  no  cu  porra  sei  metade  das  regra  de  portugues  desde  pirralha  so  escreve  igual  debiloide  na  internet,
152299,Assedio,“Aquela chupadeira de pica” EU VOU MORRE ALSIDNDJWNSJNSJSSJSJ,
152300,Xenofobia,@miriamleitao Infelizmente nesse nosso país tupiniquim certos homens frouxos não costumam segurar as calças que vestem exemplo: Arthur Lira. O Senado e o Congresso estão com os dias contados. Lula vai governar apenas com o STF. Quer apostar pra ver? kkkk,
152301,Assedio,@Miltonneves Arena Raspadinha,
152302,Sexismo,@porvocespatroas cadelona da maraisa https://t.co/LcRnpHxiKZ,
152303,Sexismo,MANO QUE ODIO EU NEM SABIA QUE ESSA VADIA ME SEGUIA,
152304,Assedio,@canfarolets si et serveix de consol jo vaig obrir un compte fa tres anys i ara que l'he tornat a instal·lar per si les mosques m'he adonat que no tinc ni puta idea de com funciona... hauré de fer un curset o algo! 😹 https://t.co/EyBnAhMiE7,
152305,Homofobia,Luana perguntando se eu pego Vinicius... não tá cara que ele é viado não?,
152306,Calunia,#NemkovAnderson2 unfortunately did not go Corey's way 😕 dream shattered considering he was winning the 1st fight talk about bad luck 🙄 #Bellator288 #Fedor,
152307,Capacitismo,quero um doce ali mas nao vou falar pq se nao os zoiudo de plantao vai querer mandar,
152308,Etnia,@annaa_271 aiii preto???  akkakakakakakakakakakakakkakakakaakkakaka será q é esse??,
152309,Politica,@ahoraehagora12 Fachim facista cara de pau.,
152310,Sexismo,@maryy_lavigne 👀 sapatao solteira n tem limites msm,
152311,Capacitismo,@CMaldonadoS21 @eochoab @VillaFernando_ @PoliciaEcuador Como va a legislar si los bestias lacayos del narcotrafico(Unes) lo suspenden ya hay que ser lo que le sigue a estupido para decir esto. No todo estupido es correista pero si todo correista es estupido o lo que le sigue de tener alguna definición,
152312,Etnia,Junto al hombre de mi vida!!!! My rey https://t.co/AiqtXaMYeZ,
152313,Capacitismo,@cizenando A criatividade era muito exigida nessa época.,
152314,Etnia,PAPEL INFINITO:  intercambio de ideas en dibujos y palabras clave que gatillen inspiración para futuras curadurías de la Colección MAVI UC. 📌 #Sábado 19 nov 15h a 17h en Plaza Mulato Gil de Castro (#Lastarria 307 #Santiago). #Sincosto #Sininscripción Solo tienes que llegar. https://t.co/noeKd439mu,
152315,Sexismo,tem mt piranha querendo fude cmg🤤,
152316,Homofobia,la vem o veadao 😆😂😂😂,
152317,Calunia,"@enrdar2508 Jaja!! ... 'Dios los cría y ellos se juntan' dice el dicho🤔 ambos chorros desde el Banco P. de A. a pasaportes. Que terribles ""guías"" Enrique jaja ... lpm!!  y el pueblo cornudo los volvió a votar😆",
152318,Sexismo,Oq fazer quando sair com a boca toda machucada depois de beijo : Google pesquisar,
152319,Calunia,r d cornuda no m importa pero❤️‍🩹❤️‍🩹 https://t.co/l8UijFsvqx,
152320,Capacitismo,@ThiagoResiste 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ processado por o que debiloide?   Lá é um país livre diferente dessa joça que moramos agora com viés de ditaduras.,
152321,Homofobia,@RockyFLA Na minha época homem usava calça hoje em dia é isso aí.. Uma viadagem sem limites.,
152322,Xenofobia,Aquele filme que o the rock apanha pra um branquelo magrelo acaba comigo,
152323,Xenofobia,@Graziih0224 Os ciganos e vidente acertaram. Eles sonharam e previram que a Globo ia pegar fogo.  Olha o fogo ai!,
152324,Politica,@LuaCorDeRosa_ @limasluh @FaracoDaltonn @realpfigueiredo Exatamente. Eles calaram a direita só com história de chamar de “golpista facista” e a direita quer todo tempo se explicar enquanto eles tão tratorando a constituição e as leis.,
152325,Calunia,@shkmcloud Você bem que queria ser feio assim que nem eu né seu eboy fedido,
152326,Calunia,@sofiita_17 @IamBriJeber @umaafernandezz (Soy bri) yy pq Uma es cornuda!!,
152327,Capacitismo,É impressionante a diferença entre o canal novo do Beto Ribeiro e o canal antigo que ele participava com a Carla Albuquerque. Parece que o Beto é quem trazia realmente o profissionalismo e o respeito ao programa.,
152328,Sexismo,a ari de elite é a mais rampeira,
152329,Capacitismo,@choquei Desculpa de aleijado é muleta,
152330,Assedio,@laura_bicalho Bocetuda adoro 😍,
152331,Etnia,Ou ela se faz de sonsa e cai nas conversas fakes do whatsapp ou não seu deu conta que tudo não passou de uma jogada política do Mouro cm a trupe do Bozo em denegrir a imagem do PT cm a porra da comprar do triplex,
152332,Capacitismo,@TavoIsrael2020 un grandisimo analfabeta es de los que engañan con un jugito boing😆,
152333,Sexismo,@Gabitavars muito cadelona dele 😭😭😭,
152334,Capacitismo,@webrito_ anão julinha,
152335,Sexismo,meu pai tonto insistindo que queria pq queria dar CHICLETE pra cachorra https://t.co/PP7Kfjtgbp,
152336,Capacitismo,morrendo com os doentolas nos quotes com “não reconheci” parecendo uns retardado problema seu osh ngm quer saber https://t.co/dgXQElyWa9,
152337,Capacitismo,Mi ex https://t.co/0KCk8CF4I2,
152338,Homofobia,@jjeonggukart Equal sign,
152339,Calunia,@radiosilvana @elpepito_78 @fabriziox23 @francescomila18 @YKotava Fa il pupazzetto color vomito 😅,
152340,Sexismo,@MarsinhoIII Muié,
152341,Sexismo,Q medo desse homem tarado,
152342,Homofobia,bixa muda https://t.co/GWuGIiHLGs,
152343,Capacitismo,@FabinJos16 que tiene que ver con lo que acabo de decir???? ademas Loona es un personaje de Helluva Boss no de Hazbin Hotel imbecil xdxdxddx,
152344,Sexismo,irei me m às 13:30 do domingo,
152345,Capacitismo,por favor façam isso. coloquem a menina da olhota tatuada pra rebolar com a esposa do corrupto mor da humanidade. https://t.co/leqEWb6JvQ,
152346,Capacitismo,A bater no ceguinho,
152347,Sexismo,Ocupando tal qual uma cadela no cio,
152348,Etnia,A mimirrr.,
152349,Capacitismo,Lo peor es el antisemitismo dice la imbécil. Jodete. https://t.co/8pGVrtOfDy,
152350,Sexismo,PARA JACKSON PARA VC EH IDIOTA POR ACASO SEU MERDA SEU INUTIL SEU PORRA VAGABUNDO SMT CORTA SEUS PULSO,
152351,Assedio,@camis_rabudona Tô suave,
152352,Capacitismo,que bicha mongol da porra KKKKKKK,
152353,Calunia,@Carmona19234387 Bolsonaro LADRÃO!! Bolsonaro pedófilo!! https://t.co/4Zz2bUKwuU,
152354,Assedio,@lary_arj Claro que sim delícia vou adorar goza dentro dessa sua bocetinha linda raspadinha gostosa.,
152355,Sexismo,Hoje me apaixonei por duas clientes mas o universo me traiu e elas saíram do meu caixa porque um arrombado tava empatando a fila. Não importa saibam que eu sempre vou ama-las loiras lindas que eu não sei o nome,
152356,Aparencia,@barbara12841245 @giselanewsbr @mariosabinof Coitaaaada kkkkkkkk Nem foto posta. Além de fascista deve ser feioza.,
152357,Sexismo,@guibazilioo Melhor se arrepender do que passar vontade  Vittar Pabllo,
152358,Xenofobia,@tiagosantineli Zelenski tupiniquim,
152359,Politica,@LucioMalan Avrò pure il diritto di mangiare e crepare come cazzo mi pare o no??? Nazista di merda!!!,
152360,Etnia,Im trying to fight my way into finishing the flash but it is tough lmao,
152361,Xenofobia,@silene_seagal acho q tu foi mais certeira acho q eu tangenciei pq falei mais de indigenas e ciganos alem de focar mt na desvalorizacao doq nos desafios em si,
152362,Sexismo,@Leila_Durja @jairmearrependi Mar mininuuu.... a muié botou a boca no trombone kkk,
152363,Etnia,@Gochujangma Alaa taktau kat mana ni 😂😂 haa sambung sambung,
152364,Homofobia,@ilycloures bixa nem te conto,
152365,Sexismo,@imaturoav a ironia kkkkk,
152366,Sexismo,mano sem condições eu sou muito sapatao mas tipo muito mesmo,
152367,Calunia,@gleisi Pera aí ela diz que foi um bolsonarista mas não encontraram o meliante? Além de corrupta é vidente?,
152368,Calunia,@realpfigueiredo Mas em termos estatísticos se o Loola teve mais de 50% dos votos não deveria existir um número significativo de caminhoneiros e mesmo da população em geral também se manifestando contra essa greve? Apoiando a posse do meliante? Realmente não consigo deixar de pensar em fraude.,
152369,Assedio,Tá se achando a bocetuda essa cadela,
152370,Capacitismo,@ThiagoResiste Mongolóide. Tinha que ser petista mesmo.,
152371,Xenofobia,@italot85 @Siga_OBoneco2 Mas vou comprar sem dó a xingling... e vou postar sem dó e marcar a avanti ainda,
152372,Xenofobia,@Pedro9oficial Roupas tatuagens e cabelos em dia.,
152373,Calunia,Se manifesta aí @Dra_Deolane ... Lixo.... Bafuda..... Fedorenta.... https://t.co/8V722mXsuW,
152374,Xenofobia,@Modena_Lucca @Guito_ad @barcelos_015 @matheusgenaro já comprei nossas alianças no xingling 🥰,
152375,Sexismo,essa mocreia ja é toda gorda e deformada ainda tem uma personalidade horrível e fala um monte de absurdos de ela ser assim foi um castigo não foi castigo suficiente não. https://t.co/cc8bQa7PtT,
152376,Calunia,eu só consigo lembrar desse aqui fazendo tweet atacando a barbara e a torcida dela pra defender a esposinha   pois bem cornão o troco veio a chifre 🤣 https://t.co/kRAMR9J2Gt,
152377,Etnia,@GOYOCQT @gruponiche Esos ojitios negros. El Gran Combo  https://t.co/pK5ymEzJXm,
152378,Religião,O Senhor está mal informado tem.muita gente saindo agora. Ter um presidente  cachaceiro  corrupto e macumbeiro  dá  até desespero. https://t.co/ypi1q9zzze,
152379,Calunia,@diegosainz3 @PatoBullrich soy vocalista aparte de bajista. corneta jajaja te quere mata hippie cornudo,
152380,Capacitismo,C pensa nele e ele em todas fia KKKKKKKKK mondronga memo,
152381,Sexismo,eu acho a jade podre de chique e linda em tudo jamais usaria aquele tamanco mas a bicha ficou deslumbrante com ele,
152382,Capacitismo,Acordei toda aleijada credo,
152383,Calunia,@keltolina corna,
152384,Capacitismo,@othiagosouzaa @joaobarros_sg84 @cabulozeiro Isso ae Tiago zoar e ser zoado é do futebol! Chupa kkkk,
152385,Sexismo,@gabrielbws de espancaria mt,
152386,Sexismo,@updatecharts Pras mulhe incel,
152387,Sexismo,CHOCOU https://t.co/jomYFNQz6u,
152388,Capacitismo,As vezes não sei nem como eu chego em casa vivo  piloto igual um maluco tem hora 😂😂,
152389,Capacitismo,@Ale_Oliveira_ @SilvaRomuald Ué o dono tem o direito de contratar e demitir qm ele quiser a loja é dele kkkkk,
152390,Aparencia,CHINELADA nessa aranha feioza https://t.co/KpkRuvPoYx,
152391,Xenofobia,@herthalads Ja klar haha,
